"","price_per_sqmt","facing_direction","floor_level","decoration"
"66218",42655,"East/West","low","refined"
"66219",49123,"East/West","middle","other"
"66220",55235,"South","middle","refined"
"66221",49540,"East/West","middle","refined"
"66222",49637,"East/West","middle","simple"
"66223",46103,"East/West","middle","other"
"66224",48962,"East/West","middle","refined"
"66225",49348,"East/West","middle","refined"
"66226",81606,"East/West","top","refined"
"66227",52666,"South","high","refined"
"66228",50268,"East/West","middle","other"
"66229",42273,"East/West","low","simple"
"66230",46005,"East/West","middle","refined"
"66231",41684,"East/West","low","refined"
"66232",36919,"East/West","low","refined"
"66233",33926,"East/West","low","other"
"66234",32928,"East/West","low","other"
"66235",42373,"East/West","middle","other"
"66236",37272,"East/West","low","refined"
"66237",44334,"East/West","middle","refined"
"66238",41908,"South","low","refined"
"66239",44102,"East/West","middle","other"
"66240",39822,"South","low","other"
"66241",47266,"South","middle","other"
"66242",28793,"East/West","low","other"
"66243",44959,"South","middle","other"
"66244",35522,"South","low","other"
"66245",36566,"East/West","low","other"
"66246",36215,"South","low","other"
"66247",35613,"South","low","other"
"66248",36397,"South","low","refined"
"66249",36919,"South","low","other"
"66250",57332,"East/West","low","other"
"66251",37518,"South","low","other"
"66252",36801,"East/West","low","refined"
"66253",36596,"East/West","low","other"
"66254",41686,"East/West","middle","other"
"66255",41906,"East/West","middle","other"
"66256",42818,"East/West","middle","other"
"66257",79271,"East/West","top","refined"
"66258",33199,"South","low","other"
"66259",34185,"East/West","low","other"
"66260",38334,"South","low","other"
"66261",38333,"East/West","middle","other"
"66262",37252,"East/West","middle","refined"
"66263",38741,"East/West","high","other"
"66264",38046,"East/West","middle","other"
"66265",78142,"South","top","other"
"66266",61485,"South","top","other"
"66267",48781,"North","low","other"
"66268",51220,"North","low","other"
"66269",39701,"East/West","middle","refined"
"66270",70358,"East/West","top","refined"
"66271",81354,"South","top","other"
"66272",36821,"East/West","low","refined"
"66273",31232,"South","low","other"
"66274",37936,"East/West","middle","refined"
"66275",43334,"North","low","refined"
"66276",38108,"East/West","middle","other"
"66277",32529,"East/West","low","refined"
"66278",35841,"East/West","middle","other"
"66279",32895,"East/West","low","refined"
"66280",33726,"South","low","other"
"66281",33314,"South","low","refined"
"66282",33229,"East/West","low","other"
"66283",33229,"East/West","low","other"
"66284",38598,"East/West","middle","other"
"66285",33327,"East/West","low","other"
"66286",33899,"East/West","middle","other"
"66287",33899,"East/West","middle","simple"
"66288",55595,"East/West","low","other"
"66289",34945,"East/West","low","other"
"66290",66367,"East/West","top","refined"
"66291",32724,"East/West","low","refined"
"66292",37054,"East/West","middle","other"
"66293",35976,"North","low","simple"
"66294",40035,"East/West","middle","refined"
"66295",35289,"East/West","middle","other"
"66296",35330,"East/West","middle","other"
"66297",32928,"East/West","low","refined"
"66298",49562,"South","middle","other"
"66299",40821,"East/West","low","other"
"66300",40502,"East/West","low","other"
"66301",33926,"East/West","low","other"
"66302",47100,"South","middle","other"
"66303",43009,"East/West","middle","other"
"66304",32529,"East/West","low","other"
"66305",80787,"South","top","other"
"66306",39324,"South","low","other"
"66307",41030,"South","low","other"
"66308",5,"East/West","middle","other"
"66309",44947,"East/West","high","other"
"66310",41465,"East/West","middle","other"
"66311",58310,"East/West","low","other"
"66312",41747,"South","middle","other"
"66313",54879,"North","low","other"
"66314",39178,"East/West","middle","other"
"66315",80183,"South","middle","other"
"66316",80031,"South","low","simple"
"66317",76677,"South","high","refined"
"66318",82317,"South","low","refined"
"66319",76643,"South","middle","refined"
"66320",84773,"South","middle","refined"
"66321",78439,"South","middle","simple"
"66322",92418,"South","middle","other"
"66323",92148,"South","high","refined"
"66324",84944,"South","top","simple"
"66325",83603,"South","top","refined"
"66326",84791,"South","low","simple"
"66327",81633,"South","low","simple"
"66328",77973,"South","low","bare"
"66329",79832,"South","first","refined"
"66330",63198,"South","top","other"
"66331",55925,"South","top","refined"
"66332",44891,"South","middle","simple"
"66333",44665,"South","middle","other"
"66334",42131,"South","high","refined"
"66335",46782,"South","middle","other"
"66336",41084,"South","high","refined"
"66337",53792,"South","low","other"
"66338",32324,"South","first","other"
"66339",29849,"East/West","first","other"
"66340",101898,"South","top","refined"
"66341",106545,"North","low","refined"
"66342",127143,"South","high","other"
"66343",95399,"North","middle","refined"
"66344",122803,"South","low","refined"
"66345",101826,"North","middle","other"
"66346",121740,"South","middle","other"
"66347",121359,"South","top","other"
"66348",124113,"South","high","refined"
"66349",88236,"North","middle","refined"
"66350",100903,"North","top","refined"
"66351",108010,"South","middle","refined"
"66352",121988,"South","middle","other"
"66353",122518,"South","middle","refined"
"66354",102964,"North","high","simple"
"66355",102165,"South","low","simple"
"66356",84573,"North","high","other"
"66357",126409,"South","middle","refined"
"66358",120733,"East/West","middle","refined"
"66359",106737,"North","middle","refined"
"66360",94202,"North","middle","simple"
"66361",98766,"North","middle","simple"
"66362",127418,"South","low","simple"
"66363",98007,"North","middle","refined"
"66364",123724,"South","low","simple"
"66365",83569,"North","low","simple"
"66366",123332,"South","middle","refined"
"66367",75912,"North","low","refined"
"66368",76115,"North","low","refined"
"66369",105730,"South","low","refined"
"66370",105692,"East/West","first","refined"
"66371",102959,"South","low","refined"
"66372",100457,"South","middle","simple"
"66373",96464,"South","middle","refined"
"66374",95415,"South","middle","refined"
"66375",75423,"North","low","refined"
"66376",57597,"North","middle","refined"
"66377",101282,"South","first","simple"
"66378",67826,"North","low","other"
"66379",106608,"South","first","refined"
"66380",55494,"North","middle","other"
"66381",74205,"South","high","other"
"66382",74752,"North","middle","refined"
"66383",70553,"North","middle","refined"
"66384",87095,"South","low","other"
"66385",76032,"South","high","other"
"66386",88371,"South","middle","other"
"66387",62577,"North","high","simple"
"66388",85884,"South","high","other"
"66389",89236,"South","middle","other"
"66390",80220,"South","top","other"
"66391",55356,"North","middle","refined"
"66392",42724,"North","low","refined"
"66393",60069,"South","middle","other"
"66394",81333,"South","middle","refined"
"66395",69335,"South","high","refined"
"66396",58770,"South","middle","other"
"66397",44511,"North","low","simple"
"66398",71536,"South","low","other"
"66399",42950,"North","low","refined"
"66400",74768,"South","low","other"
"66401",47030,"North","high","refined"
"66402",65816,"South","middle","refined"
"66403",52032,"North","middle","refined"
"66404",74181,"South","middle","refined"
"66405",72381,"South","low","refined"
"66406",48119,"North","middle","refined"
"66407",63597,"South","top","refined"
"66408",66981,"South","high","bare"
"66409",79295,"South","middle","other"
"66410",50829,"South","first","refined"
"66411",55143,"South","high","other"
"66412",62910,"North","first","other"
"66413",55893,"South","middle","other"
"66414",56727,"South","high","other"
"66415",72859,"South","middle","other"
"66416",51547,"North","low","other"
"66417",45853,"North","low","other"
"66418",60723,"South","middle","other"
"66419",57216,"North","low","other"
"66420",75255,"South","middle","other"
"66421",58185,"South","middle","other"
"66422",74255,"South","middle","other"
"66423",43008,"North","middle","other"
"66424",58055,"South","middle","other"
"66425",30386,"South","first","other"
"66426",45311,"South","first","other"
"66427",71564,"South","middle","other"
"66428",69223,"South","low","other"
"66429",49618,"North","low","other"
"66430",38634,"North","low","other"
"66431",72905,"South","middle","other"
"66432",64087,"South","middle","other"
"66433",69000,"South","middle","other"
"66434",47240,"South","top","other"
"66435",49854,"South","first","other"
"66436",31856,"North","middle","other"
"66437",41918,"South","middle","other"
"66438",37183,"North","middle","other"
"66439",30466,"North","low","other"
"66440",68463,"North","middle","other"
"66441",74641,"South","high","simple"
"66442",68250,"North","middle","refined"
"66443",68782,"East/West","middle","refined"
"66444",74635,"South","middle","simple"
"66445",58614,"East/West","low","other"
"66446",69147,"East/West","middle","refined"
"66447",61849,"East/West","low","other"
"66448",66546,"North","middle","refined"
"66449",68794,"South","low","simple"
"66450",60898,"East/West","low","simple"
"66451",59233,"East/West","middle","simple"
"66452",70514,"South","low","other"
"66453",61908,"East/West","high","simple"
"66454",65801,"North","top","simple"
"66455",70755,"North","high","refined"
"66456",68095,"East/West","low","simple"
"66457",76496,"South","top","simple"
"66458",74936,"South","middle","refined"
"66459",59621,"East/West","middle","simple"
"66460",60785,"South","high","refined"
"66461",59773,"East/West","low","refined"
"66462",52745,"South","low","simple"
"66463",48978,"South","middle","refined"
"66464",46577,"East/West","high","other"
"66465",44556,"South","middle","simple"
"66466",44469,"North","middle","simple"
"66467",40780,"North","middle","simple"
"66468",37483,"East/West","middle","refined"
"66469",38629,"North","middle","simple"
"66470",45490,"South","middle","refined"
"66471",41842,"East/West","high","refined"
"66472",38594,"South","low","refined"
"66473",35207,"East/West","high","other"
"66474",37053,"North","low","refined"
"66475",48009,"South","high","simple"
"66476",45404,"South","high","refined"
"66477",39396,"North","high","refined"
"66478",45257,"South","high","refined"
"66479",45086,"South","middle","simple"
"66480",35777,"East/West","high","refined"
"66481",40561,"East/West","middle","refined"
"66482",45576,"South","first","other"
"66483",43655,"North","high","other"
"66484",53487,"South","middle","other"
"66485",35540,"East/West","high","other"
"66486",52284,"South","middle","other"
"66487",38086,"North","middle","other"
"66488",32352,"South","low","other"
"66489",38267,"South","middle","other"
"66490",34091,"South","middle","other"
"66491",28748,"North","low","other"
"66492",28322,"North","high","other"
"66493",26598,"North","low","other"
"66494",30485,"South","low","other"
"66495",26087,"North","middle","other"
"66496",82638,"South","low","refined"
"66497",84118,"South","first","simple"
"66498",95674,"North","first","refined"
"66499",68526,"North","first","other"
"66500",61565,"North","low","simple"
"66501",64312,"South","high","simple"
"66502",36410,"South","low","other"
"66503",74445,"North","middle","other"
"66504",71185,"South","low","refined"
"66505",66145,"East/West","middle","refined"
"66506",55514,"East/West","high","other"
"66507",75413,"South","high","other"
"66508",80201,"South","high","other"
"66509",71037,"South","low","refined"
