"","price_per_sqmt","facing_direction","floor_level","decoration"
"28497",54084,"South","high","other"
"28498",47577,"South","middle","other"
"28499",47571,"South","middle","other"
"28500",46361,"South","first","other"
"28501",34017,"South","top","other"
"28502",87364,"North","high","refined"
"28503",82885,"North","high","other"
"28504",96584,"South","middle","refined"
"28505",82263,"North","high","refined"
"28506",85769,"South","top","refined"
"28507",90452,"South","top","simple"
"28508",93180,"South","middle","refined"
"28509",88654,"South","high","simple"
"28510",80852,"North","middle","refined"
"28511",104090,"South","low","refined"
"28512",92452,"South","high","refined"
"28513",99614,"South","high","refined"
"28514",87780,"South","high","simple"
"28515",93395,"South","middle","refined"
"28516",94583,"South","middle","simple"
"28517",102550,"South","first","other"
"28518",78252,"South","middle","other"
"28519",105002,"South","high","refined"
"28520",79036,"East/West","middle","simple"
"28521",94469,"South","top","other"
"28522",100599,"South","middle","refined"
"28523",107710,"South","middle","other"
"28524",110795,"South","high","refined"
"28525",110825,"South","first","simple"
"28526",107593,"South","middle","refined"
"28527",108762,"South","low","other"
"28528",96900,"South","high","simple"
"28529",86207,"South","middle","refined"
"28530",108762,"South","low","refined"
"28531",96204,"South","middle","simple"
"28532",100729,"South","middle","refined"
"28533",93182,"South","middle","simple"
"28534",94968,"South","high","other"
"28535",95919,"South","middle","other"
"28536",83226,"North","top","refined"
"28537",85101,"South","top","refined"
"28538",98090,"South","middle","other"
"28539",96565,"South","middle","refined"
"28540",75511,"North","middle","simple"
"28541",77871,"South","middle","refined"
"28542",106245,"South","first","other"
"28543",80234,"North","middle","refined"
"28544",80552,"South","top","refined"
"28545",65874,"North","high","simple"
"28546",77131,"South","high","refined"
"28547",72874,"South","low","simple"
"28548",75044,"South","low","refined"
"28549",74992,"South","first","refined"
"28550",73835,"South","middle","refined"
"28551",62085,"North","middle","refined"
"28552",62085,"North","high","refined"
"28553",77252,"South","high","refined"
"28554",58539,"North","high","simple"
"28555",64196,"South","middle","refined"
"28556",73186,"South","middle","refined"
"28557",64322,"South","middle","refined"
"28558",69324,"South","low","simple"
"28559",66271,"South","high","refined"
"28560",63598,"South","low","refined"
"28561",70545,"South","high","refined"
"28562",69933,"South","high","simple"
"28563",46265,"North","middle","refined"
"28564",46690,"North","middle","refined"
"28565",55871,"South","middle","refined"
"28566",54351,"North","middle","refined"
"28567",65977,"South","low","refined"
"28568",63222,"South","first","refined"
"28569",63516,"South","low","refined"
"28570",61802,"South","high","refined"
"28571",71047,"South","top","refined"
"28572",56569,"South","middle","refined"
"28573",51401,"North","middle","refined"
"28574",52133,"South","high","refined"
"28575",50857,"South","top","refined"
"28576",63021,"South","middle","refined"
"28577",47106,"South","middle","refined"
"28578",58956,"South","middle","refined"
"28579",53684,"North","middle","refined"
"28580",58447,"South","high","simple"
"28581",52816,"South","high","simple"
"28582",57736,"South","low","refined"
"28583",53598,"South","high","refined"
"28584",46831,"North","high","refined"
"28585",60102,"South","first","other"
"28586",56682,"South","middle","simple"
"28587",60180,"South","low","other"
"28588",70704,"South","middle","other"
"28589",42445,"North","high","other"
"28590",94990,"South","low","refined"
"28591",92964,"South","middle","refined"
"28592",90107,"South","high","refined"
"28593",104558,"South","high","refined"
"28594",98298,"South","low","refined"
"28595",94104,"South","first","refined"
"28596",101895,"South","middle","bare"
"28597",99336,"South","high","refined"
"28598",99871,"South","high","other"
"28599",97474,"South","middle","refined"
"28600",102442,"South","first","refined"
"28601",97552,"South","middle","other"
"28602",102286,"South","high","refined"
"28603",99538,"South","low","refined"
"28604",92698,"South","high","refined"
"28605",104496,"South","high","refined"
"28606",100266,"South","middle","refined"
"28607",103856,"South","middle","simple"
"28608",105732,"South","low","refined"
"28609",101302,"South","middle","refined"
"28610",107024,"South","low","refined"
"28611",100019,"South","first","refined"
"28612",106205,"South","low","refined"
"28613",95245,"South","low","refined"
"28614",97605,"South","high","refined"
"28615",93954,"South","low","refined"
"28616",69630,"South","middle","simple"
"28617",87578,"South","low","refined"
"28618",78272,"South","top","refined"
"28619",86438,"South","low","refined"
"28620",55399,"South","middle","refined"
"28621",75033,"South","high","refined"
"28622",78390,"South","first","refined"
"28623",68127,"South","middle","refined"
"28624",89771,"South","high","refined"
"28625",79568,"South","high","refined"
"28626",69441,"South","middle","other"
"28627",63982,"South","first","refined"
"28628",58790,"South","low","refined"
"28629",59467,"South","first","refined"
"28630",58478,"South","first","simple"
"28631",62549,"South","middle","other"
"28632",58527,"South","high","refined"
"28633",46918,"South","low","other"
"28634",66058,"South","middle","simple"
"28635",54008,"South","top","refined"
"28636",63822,"South","low","refined"
"28637",62658,"South","middle","refined"
"28638",65567,"South","low","refined"
"28639",65810,"South","middle","refined"
"28640",59501,"South","middle","refined"
"28641",59681,"South","middle","refined"
"28642",63031,"South","first","refined"
"28643",56613,"South","first","refined"
"28644",53938,"South","middle","refined"
"28645",54263,"South","first","refined"
"28646",69448,"South","middle","refined"
"28647",74345,"South","top","other"
"28648",61885,"South","middle","other"
"28649",57489,"South","middle","other"
"28650",48634,"South","middle","other"
"28651",43957,"South","middle","other"
"28652",42930,"South","high","other"
"28653",37780,"South","first","other"
"28654",37872,"South","middle","other"
"28655",40852,"South","high","other"
"28656",40373,"South","middle","other"
"28657",50980,"South","top","other"
"28658",50747,"South","first","other"
"28659",40073,"South","middle","other"
"28660",87222,"South","high","simple"
"28661",78875,"East/West","high","simple"
"28662",97737,"South","low","other"
"28663",89944,"South","low","other"
"28664",98563,"East/West","middle","other"
"28665",88551,"South","first","other"
"28666",96855,"South","middle","simple"
"28667",92841,"East/West","high","other"
"28668",96173,"East/West","middle","refined"
"28669",98556,"East/West","middle","simple"
"28670",88556,"East/West","high","simple"
"28671",93698,"South","middle","refined"
"28672",92487,"East/West","middle","refined"
"28673",91262,"East/West","low","other"
"28674",97517,"South","low","refined"
"28675",97528,"East/West","top","simple"
"28676",88736,"East/West","low","refined"
"28677",99438,"South","top","other"
"28678",98372,"South","top","simple"
"28679",92548,"South","middle","simple"
"28680",98642,"South","high","other"
"28681",98070,"South","high","refined"
"28682",94796,"South","middle","other"
"28683",84159,"South","first","refined"
"28684",91499,"South","high","other"
"28685",90771,"South","middle","refined"
"28686",93724,"South","low","refined"
"28687",92487,"East/West","high","refined"
"28688",102998,"South","middle","simple"
"28689",89538,"East/West","top","other"
"28690",76289,"East/West","middle","simple"
"28691",103887,"South","middle","refined"
"28692",106615,"South","first","other"
"28693",88576,"South","high","refined"
"28694",107070,"East/West","middle","other"
"28695",95304,"East/West","low","refined"
"28696",86604,"South","top","refined"
"28697",99330,"East/West","high","simple"
"28698",89944,"South","middle","refined"
"28699",105424,"South","middle","refined"
"28700",97926,"South","high","refined"
"28701",87901,"East/West","low","refined"
"28702",98412,"South","middle","refined"
"28703",92198,"South","top","simple"
"28704",85121,"South","first","refined"
"28705",76066,"South","middle","other"
"28706",83944,"North","middle","refined"
"28707",82920,"South","middle","refined"
"28708",74949,"East/West","high","refined"
"28709",92560,"South","middle","refined"
"28710",87057,"South","middle","refined"
"28711",84524,"South","top","simple"
"28712",86926,"South","high","refined"
"28713",71023,"East/West","middle","refined"
"28714",61459,"South","middle","refined"
"28715",80228,"East/West","high","other"
"28716",73565,"East/West","middle","refined"
"28717",71250,"South","low","refined"
"28718",77670,"South","middle","refined"
"28719",66619,"South","high","refined"
"28720",73682,"East/West","middle","refined"
"28721",65646,"East/West","top","simple"
"28722",76552,"South","low","refined"
"28723",65044,"South","high","refined"
"28724",75182,"South","low","simple"
"28725",52185,"South","middle","simple"
"28726",77408,"South","first","refined"
"28727",75822,"South","low","refined"
"28728",76221,"South","middle","other"
"28729",74855,"South","middle","refined"
"28730",72499,"South","top","simple"
"28731",61331,"North","low","refined"
"28732",59279,"North","low","refined"
"28733",57682,"East/West","top","refined"
"28734",64758,"East/West","low","other"
"28735",44661,"East/West","middle","bare"
"28736",60517,"East/West","high","refined"
"28737",63726,"East/West","middle","other"
"28738",65827,"South","top","refined"
"28739",66545,"South","middle","refined"
"28740",65234,"South","first","refined"
"28741",56878,"East/West","top","refined"
"28742",54808,"East/West","middle","refined"
"28743",65896,"South","middle","simple"
"28744",45378,"South","low","refined"
"28745",62105,"South","top","refined"
"28746",51616,"East/West","high","other"
"28747",44276,"South","high","refined"
"28748",55509,"East/West","middle","simple"
"28749",56360,"East/West","low","refined"
"28750",65785,"South","top","refined"
"28751",52478,"East/West","low","simple"
"28752",49056,"South","high","refined"
"28753",44170,"East/West","middle","refined"
"28754",42982,"East/West","high","other"
"28755",47500,"East/West","middle","refined"
"28756",55978,"South","middle","simple"
"28757",52890,"East/West","high","simple"
"28758",54809,"East/West","high","refined"
"28759",59309,"South","high","refined"
"28760",59479,"South","top","refined"
"28761",48612,"North","middle","refined"
"28762",51304,"East/West","top","refined"
"28763",38383,"East/West","top","refined"
"28764",59007,"South","middle","refined"
"28765",51090,"East/West","high","simple"
"28766",52020,"South","top","other"
"28767",53666,"East/West","high","refined"
"28768",58283,"South","high","other"
"28769",52989,"North","high","refined"
"28770",46868,"East/West","top","refined"
"28771",48201,"South","low","refined"
"28772",53666,"East/West","middle","other"
"28773",58350,"East/West","top","other"
"28774",55447,"South","low","other"
"28775",43569,"South","high","other"
"28776",55732,"South","middle","other"
"28777",50707,"North","low","other"
"28778",52238,"North","top","other"
"28779",55296,"South","middle","other"
"28780",48292,"South","middle","other"
"28781",53354,"East/West","high","other"
"28782",44795,"South","low","other"
"28783",46700,"South","low","other"
"28784",46923,"South","low","other"
"28785",43389,"East/West","low","other"
"28786",39601,"South","first","other"
"28787",40733,"East/West","high","other"
"28788",36943,"South","low","other"
"28789",40566,"East/West","high","other"
"28790",36591,"South","low","other"
"28791",36539,"East/West","low","other"
"28792",43315,"South","middle","other"
"28793",36122,"East/West","top","other"
"28794",33729,"East/West","high","other"
"28795",23975,"South","top","other"
"28796",43207,"South","high","other"
"28797",27786,"East/West","top","other"
"28798",74425,"South","top","refined"
"28799",69170,"South","middle","refined"
"28800",56685,"South","low","simple"
"28801",67466,"South","middle","other"
"28802",74589,"East/West","middle","refined"
"28803",81882,"South","low","simple"
"28804",71938,"East/West","top","simple"
"28805",85080,"South","high","refined"
"28806",79679,"South","top","other"
"28807",49742,"East/West","high","simple"
"28808",82085,"South","high","simple"
"28809",75631,"East/West","middle","refined"
"28810",52474,"South","first","simple"
"28811",67103,"East/West","middle","simple"
"28812",66667,"East/West","low","simple"
"28813",63248,"South","middle","other"
"28814",83181,"South","middle","simple"
"28815",83905,"South","middle","refined"
"28816",75856,"South","middle","simple"
"28817",72943,"South","top","simple"
"28818",77426,"South","first","simple"
"28819",70086,"East/West","top","other"
"28820",67074,"East/West","middle","simple"
"28821",52289,"East/West","low","simple"
"28822",68728,"East/West","middle","refined"
"28823",63776,"East/West","middle","simple"
"28824",37676,"South","top","simple"
"28825",58501,"South","middle","refined"
"28826",48548,"East/West","low","refined"
"28827",50141,"East/West","top","refined"
"28828",43639,"East/West","top","simple"
"28829",44126,"East/West","low","other"
"28830",50101,"South","top","refined"
"28831",45114,"East/West","middle","simple"
"28832",46871,"South","low","refined"
"28833",39946,"East/West","middle","simple"
"28834",47167,"South","high","simple"
"28835",38516,"East/West","top","refined"
"28836",44202,"South","low","other"
"28837",31465,"South","middle","other"
"28838",28582,"East/West","low","simple"
"28839",31235,"South","first","simple"
"28840",38315,"South","middle","other"
"28841",36525,"South","middle","refined"
"28842",36303,"South","low","other"
"28843",35212,"East/West","high","other"
"28844",32015,"East/West","top","other"
"28845",40824,"East/West","low","other"
"28846",43418,"South","high","other"
"28847",33702,"East/West","middle","other"
"28848",33587,"East/West","first","other"
"28849",26101,"South","low","other"
"28850",26415,"South","middle","other"
"28851",99207,"South","middle","simple"
"28852",88292,"South","low","refined"
"28853",88040,"South","top","refined"
"28854",81347,"South","middle","other"
"28855",87322,"South","top","other"
"28856",82353,"South","top","refined"
"28857",91219,"South","middle","other"
"28858",96265,"South","first","refined"
"28859",86530,"South","first","simple"
"28860",90175,"South","middle","refined"
"28861",88193,"East/West","first","refined"
"28862",88577,"South","top","refined"
"28863",75758,"South","top","other"
"28864",76242,"South","middle","simple"
"28865",74641,"South","top","refined"
"28866",74243,"South","middle","refined"
"28867",68384,"South","top","refined"
"28868",62223,"South","top","other"
"28869",72728,"South","low","other"
"28870",56667,"South","low","simple"
"28871",53468,"South","low","refined"
"28872",45162,"South","middle","simple"
"28873",50112,"South","middle","other"
"28874",43845,"South","first","refined"
"28875",44541,"East/West","first","other"
"28876",18249,"South","top","other"
"28877",50532,"South","middle","other"
"28878",38634,"South","top","other"
"28879",34069,"South","first","other"
"28880",38007,"South","middle","other"
"28881",34744,"South","middle","other"
"28882",72925,"South","low","refined"
"28883",79218,"South","high","simple"
"28884",73257,"South","middle","simple"
"28885",78693,"South","middle","simple"
"28886",82922,"South","high","other"
"28887",76387,"South","middle","simple"
"28888",83650,"South","middle","simple"
"28889",76073,"South","middle","refined"
"28890",75480,"South","first","refined"
"28891",70385,"South","middle","simple"
"28892",64780,"South","first","refined"
"28893",79271,"South","middle","other"
"28894",74786,"South","middle","simple"
"28895",72706,"South","first","simple"
"28896",69851,"South","low","simple"
"28897",79573,"South","high","refined"
"28898",68991,"South","first","refined"
"28899",69726,"South","first","refined"
"28900",22523,"South","low","refined"
"28901",80000,"South","top","simple"
"28902",64827,"South","first","simple"
"28903",65574,"South","first","simple"
"28904",74017,"South","first","simple"
"28905",67765,"South","middle","refined"
"28906",68336,"South","middle","simple"
"28907",71197,"South","first","other"
"28908",67749,"South","middle","refined"
"28909",81904,"South","middle","refined"
"28910",82019,"South","top","refined"
"28911",15617,"South","first","other"
"28912",85183,"South","top","refined"
"28913",79796,"South","high","refined"
"28914",88318,"South","top","simple"
"28915",84308,"South","middle","simple"
"28916",83765,"South","middle","simple"
"28917",87567,"South","top","simple"
"28918",77577,"South","first","other"
"28919",69923,"South","first","simple"
"28920",74063,"South","low","refined"
"28921",89934,"South","top","other"
"28922",77513,"South","middle","simple"
"28923",75385,"South","high","simple"
"28924",67996,"South","low","refined"
"28925",70000,"South","middle","simple"
"28926",75883,"South","high","refined"
"28927",60120,"South","first","refined"
"28928",69678,"South","middle","simple"
"28929",61438,"South","middle","refined"
"28930",54386,"South","middle","other"
"28931",52566,"South","high","simple"
"28932",53589,"South","high","simple"
"28933",46305,"South","middle","other"
"28934",46071,"South","first","other"
"28935",42217,"South","low","simple"
"28936",44159,"South","middle","other"
"28937",44624,"South","high","simple"
"28938",36529,"South","low","other"
"28939",40386,"South","high","other"
"28940",39563,"South","low","other"
"28941",37051,"South","first","other"
"28942",37349,"South","low","other"
"28943",32538,"South","high","simple"
"28944",40545,"South","top","other"
"28945",37044,"South","first","refined"
"28946",32934,"South","low","refined"
"28947",78382,"South","middle","other"
"28948",73458,"South","first","simple"
"28949",80900,"South","low","other"
"28950",82126,"South","middle","other"
"28951",71600,"South","low","simple"
"28952",68298,"South","middle","simple"
"28953",70070,"South","high","refined"
"28954",59808,"South","low","bare"
"28955",75408,"South","top","refined"
"28956",75009,"South","middle","simple"
"28957",64751,"South","high","refined"
"28958",66866,"South","low","simple"
"28959",57434,"South","low","other"
"28960",57800,"South","top","other"
"28961",55484,"South","low","simple"
"28962",48082,"South","middle","other"
"28963",44949,"South","middle","other"
"28964",53095,"South","high","refined"
"28965",51552,"South","top","simple"
"28966",61561,"South","middle","refined"
"28967",42018,"South","middle","refined"
"28968",49571,"South","top","refined"
"28969",39560,"South","top","simple"
"28970",34716,"South","high","refined"
"28971",39587,"South","middle","simple"
"28972",41983,"South","middle","simple"
"28973",44023,"South","low","refined"
"28974",42221,"South","top","simple"
"28975",41923,"South","top","simple"
"28976",38582,"South","top","simple"
"28977",43679,"South","first","refined"
"28978",39902,"South","low","other"
"28979",37939,"South","high","simple"
"28980",42106,"South","middle","other"
"28981",40157,"South","first","other"
"28982",43580,"South","top","other"
"28983",68307,"South","middle","simple"
"28984",56478,"South","low","simple"
"28985",55659,"South","low","refined"
"28986",61885,"South","middle","simple"
"28987",51949,"South","middle","other"
"28988",40519,"South","first","other"
"28989",36694,"South","top","refined"
"28990",86006,"South","first","other"
"28991",93508,"East/West","top","refined"
"28992",78194,"East/West","first","simple"
"28993",78043,"South","first","simple"
"28994",57165,"South","top","simple"
"28995",32681,"South","top","other"
"28996",68998,"South","first","simple"
"28997",70316,"South","first","other"
"28998",106667,"South","middle","simple"
"28999",67737,"South","first","other"
"29000",45505,"South","middle","other"
"29001",85112,"South","middle","simple"
"29002",79925,"South","first","refined"
"29003",78982,"South","middle","refined"
"29004",78891,"South","first","refined"
"29005",68373,"South","middle","refined"
"29006",65072,"South","middle","refined"
"29007",58664,"South","top","simple"
"29008",47142,"North","first","refined"
"29009",60946,"South","middle","simple"
"29010",60710,"South","top","other"
"29011",54227,"South","first","refined"
"29012",71755,"South","top","other"
"29013",75631,"South","top","simple"
"29014",74707,"South","top","other"
"29015",71404,"South","middle","other"
"29016",58929,"South","top","simple"
"29017",93024,"South","top","simple"
"29018",91235,"South","first","refined"
"29019",92511,"South","top","other"
"29020",92392,"South","first","refined"
"29021",89449,"South","top","simple"
"29022",93498,"South","top","refined"
"29023",91200,"South","middle","refined"
"29024",105546,"South","middle","simple"
"29025",80000,"South","middle","other"
"29026",69383,"South","top","refined"
"29027",63085,"South","middle","simple"
"29028",60630,"South","first","refined"
"29029",60149,"South","middle","simple"
"29030",57078,"South","top","other"
"29031",57246,"South","top","simple"
"29032",53419,"South","middle","refined"
"29033",56000,"South","top","simple"
"29034",55703,"South","middle","other"
"29035",48426,"North","top","other"
"29036",44453,"South","first","other"
"29037",57333,"South","first","simple"
"29038",46315,"South","middle","simple"
"29039",59920,"South","top","other"
"29040",53544,"South","middle","other"
"29041",61429,"South","top","other"
"29042",49607,"South","first","other"
"29043",43796,"North","middle","other"
"29044",39220,"South","middle","other"
"29045",34683,"South","middle","other"
"29046",80484,"South","low","simple"
"29047",61029,"South","top","simple"
"29048",74057,"South","top","simple"
"29049",74846,"South","high","simple"
"29050",87981,"South","middle","simple"
"29051",72304,"South","high","other"
"29052",78432,"South","middle","simple"
"29053",85155,"South","first","simple"
"29054",71890,"South","high","simple"
"29055",78164,"South","middle","simple"
"29056",87875,"South","middle","simple"
"29057",84732,"South","middle","other"
"29058",80530,"South","middle","other"
"29059",82982,"South","high","refined"
"29060",84473,"South","first","other"
"29061",84055,"South","first","simple"
"29062",70198,"South","top","other"
"29063",85208,"South","first","refined"
"29064",81847,"South","middle","simple"
"29065",72208,"East/West","first","bare"
"29066",75825,"South","high","other"
"29067",78740,"South","first","simple"
"29068",72208,"East/West","middle","other"
"29069",77217,"South","middle","other"
"29070",78069,"South","top","refined"
"29071",75898,"South","low","simple"
"29072",83988,"South","low","simple"
"29073",95853,"South","top","simple"
"29074",96564,"South","middle","simple"
"29075",84340,"South","first","other"
"29076",82733,"South","high","simple"
"29077",101367,"East/West","first","refined"
"29078",86058,"South","top","simple"
"29079",91347,"South","high","refined"
"29080",80832,"South","low","simple"
"29081",97912,"South","middle","refined"
"29082",79870,"South","high","simple"
"29083",85919,"East/West","low","simple"
"29084",79693,"South","middle","simple"
"29085",80398,"South","low","refined"
"29086",72242,"South","low","other"
"29087",66479,"East/West","high","other"
"29088",65433,"South","top","simple"
"29089",69788,"South","middle","simple"
"29090",70074,"South","low","simple"
"29091",68221,"South","middle","refined"
"29092",61539,"South","middle","simple"
"29093",68991,"South","low","simple"
"29094",64051,"South","middle","refined"
"29095",67702,"South","first","simple"
"29096",55280,"South","top","simple"
"29097",55148,"South","high","simple"
"29098",51788,"South","high","simple"
"29099",51386,"South","high","simple"
"29100",55419,"South","first","refined"
"29101",48028,"South","middle","refined"
"29102",51547,"South","middle","refined"
"29103",46141,"South","top","simple"
"29104",53168,"South","middle","refined"
"29105",53417,"South","first","other"
"29106",44231,"South","top","refined"
"29107",50246,"South","middle","simple"
"29108",48028,"East/West","low","simple"
"29109",49829,"South","low","simple"
"29110",43374,"South","top","other"
"29111",50409,"South","first","simple"
"29112",48077,"South","high","simple"
"29113",50932,"South","middle","refined"
"29114",50493,"South","first","simple"
"29115",45736,"South","middle","other"
"29116",44828,"South","top","simple"
"29117",44685,"South","top","other"
"29118",40297,"South","top","other"
"29119",36765,"South","top","simple"
"29120",44335,"South","middle","refined"
"29121",53922,"South","first","refined"
"29122",43270,"South","low","simple"
"29123",40764,"South","top","refined"
"29124",44872,"South","middle","other"
"29125",38500,"South","top","other"
"29126",44924,"South","middle","refined"
"29127",43104,"South","high","simple"
"29128",39342,"South","top","simple"
"29129",44747,"South","low","other"
"29130",40746,"South","top","refined"
"29131",40620,"South","middle","other"
"29132",37801,"South","middle","other"
"29133",40893,"South","middle","other"
"29134",39241,"South","first","refined"
"29135",40025,"South","middle","simple"
"29136",41257,"East/West","first","other"
"29137",43374,"East/West","middle","simple"
"29138",43580,"East/West","first","other"
"29139",48407,"South","middle","other"
"29140",46755,"South","top","other"
"29141",86268,"South","middle","simple"
"29142",97463,"South","high","simple"
"29143",92439,"South","high","other"
"29144",85564,"South","top","simple"
"29145",65141,"South","first","simple"
"29146",55810,"South","top","refined"
"29147",48686,"South","middle","simple"
"29148",53362,"South","middle","other"
"29149",45000,"South","first","other"
"29150",31975,"South","middle","other"
"29151",86564,"South","first","other"
"29152",89414,"South","middle","simple"
"29153",120000,"South","low","refined"
"29154",73407,"South","first","simple"
"29155",89056,"South","first","refined"
"29156",65466,"South","top","refined"
"29157",79576,"South","first","refined"
"29158",69041,"South","top","refined"
"29159",93999,"South","middle","refined"
"29160",97355,"South","low","other"
"29161",92830,"South","low","refined"
"29162",104310,"South","middle","simple"
"29163",115142,"South","middle","simple"
"29164",102524,"South","low","refined"
"29165",89474,"South","middle","refined"
"29166",106210,"South","high","refined"
"29167",83334,"South","middle","refined"
"29168",85593,"South","middle","refined"
"29169",82833,"South","middle","refined"
"29170",81743,"South","middle","refined"
"29171",79876,"South","middle","refined"
"29172",77436,"South","high","refined"
"29173",72381,"South","low","refined"
"29174",79028,"South","high","simple"
"29175",77099,"South","high","refined"
"29176",71814,"South","middle","refined"
"29177",64341,"South","low","refined"
"29178",64103,"South","middle","refined"
"29179",65457,"South","high","refined"
"29180",67193,"South","high","refined"
"29181",64249,"South","high","refined"
"29182",62480,"South","middle","refined"
"29183",65326,"South","low","refined"
"29184",69851,"South","middle","refined"
"29185",60784,"South","high","refined"
"29186",60684,"South","middle","simple"
"29187",41099,"South","low","refined"
"29188",55684,"South","high","refined"
"29189",52961,"South","low","refined"
"29190",58012,"South","high","other"
"29191",50110,"South","low","simple"
"29192",46799,"South","middle","other"
"29193",50618,"South","low","refined"
"29194",55936,"South","middle","refined"
"29195",59867,"South","middle","other"
"29196",57387,"South","low","other"
"29197",51814,"South","middle","other"
"29198",104919,"South","first","refined"
"29199",108169,"South","middle","simple"
"29200",118130,"South","middle","other"
"29201",117648,"South","first","refined"
"29202",96053,"South","high","refined"
"29203",106764,"South","high","refined"
"29204",84310,"South","low","refined"
"29205",90095,"South","first","refined"
"29206",74152,"South","middle","refined"
"29207",76520,"South","middle","refined"
"29208",69125,"South","low","refined"
"29209",69865,"South","middle","refined"
"29210",90561,"East/West","high","refined"
"29211",93909,"South","low","simple"
"29212",92585,"South","high","simple"
"29213",73535,"South","top","refined"
"29214",90661,"South","high","simple"
"29215",1e+05,"South","low","simple"
"29216",102680,"South","low","refined"
"29217",98085,"South","low","refined"
"29218",104197,"South","middle","simple"
"29219",93155,"South","high","refined"
"29220",103638,"South","high","refined"
"29221",97572,"South","middle","refined"
"29222",97675,"South","high","other"
"29223",87887,"South","middle","refined"
"29224",98576,"South","middle","simple"
"29225",88557,"South","low","refined"
"29226",91543,"South","first","simple"
"29227",91841,"South","middle","bare"
"29228",95910,"South","top","simple"
"29229",98409,"South","low","simple"
"29230",133046,"South","middle","refined"
"29231",112804,"South","top","refined"
"29232",112389,"South","first","other"
"29233",111163,"South","low","simple"
"29234",99203,"South","top","refined"
"29235",101358,"South","middle","refined"
"29236",98214,"South","high","refined"
"29237",97230,"East/West","middle","refined"
"29238",88373,"East/West","high","refined"
"29239",88889,"South","middle","simple"
"29240",93918,"East/West","top","refined"
"29241",84956,"South","high","simple"
"29242",81416,"South","high","simple"
"29243",83981,"South","top","refined"
"29244",88000,"South","top","refined"
"29245",65234,"South","first","simple"
"29246",88029,"South","first","simple"
"29247",82124,"South","middle","simple"
"29248",78000,"South","middle","other"
"29249",78258,"South","top","simple"
"29250",77465,"South","high","refined"
"29251",79757,"East/West","top","simple"
"29252",81215,"South","low","simple"
"29253",85449,"South","high","refined"
"29254",96435,"East/West","low","refined"
"29255",70381,"South","top","simple"
"29256",57813,"South","top","simple"
"29257",78814,"South","low","refined"
"29258",57384,"East/West","top","simple"
"29259",82868,"South","first","simple"
"29260",70470,"South","low","simple"
"29261",71514,"South","first","simple"
"29262",65552,"South","low","refined"
"29263",63140,"South","low","refined"
"29264",71792,"South","first","refined"
"29265",66272,"South","middle","refined"
"29266",58687,"South","top","simple"
"29267",75945,"South","high","refined"
"29268",55486,"South","first","refined"
"29269",65567,"South","first","refined"
"29270",57449,"South","top","simple"
"29271",62101,"South","middle","simple"
"29272",66413,"South","low","other"
"29273",63424,"East/West","middle","simple"
"29274",66179,"South","first","refined"
"29275",60735,"South","first","refined"
"29276",57472,"South","high","simple"
"29277",62995,"South","middle","simple"
"29278",64810,"South","middle","simple"
"29279",55342,"South","high","refined"
"29280",63311,"South","high","refined"
"29281",60706,"South","middle","bare"
"29282",64657,"South","high","bare"
"29283",61620,"South","low","refined"
"29284",45020,"North","top","simple"
"29285",59026,"East/West","low","refined"
"29286",51937,"South","top","refined"
"29287",58735,"South","high","simple"
"29288",55041,"South","middle","refined"
"29289",57712,"South","middle","refined"
"29290",48458,"South","middle","refined"
"29291",55131,"South","low","simple"
"29292",58586,"South","top","simple"
"29293",52503,"South","middle","refined"
"29294",52169,"East/West","middle","other"
"29295",53398,"South","middle","refined"
"29296",48367,"South","top","other"
"29297",56970,"East/West","top","simple"
"29298",53315,"South","top","refined"
"29299",51129,"South","middle","refined"
"29300",53396,"South","middle","other"
"29301",43140,"South","middle","other"
"29302",59960,"South","high","other"
"29303",66487,"South","top","other"
"29304",63719,"South","low","other"
"29305",63381,"South","middle","other"
"29306",56418,"South","high","other"
"29307",59605,"South","high","other"
"29308",60632,"South","middle","other"
"29309",55153,"South","high","other"
"29310",55601,"South","high","other"
"29311",54289,"South","high","other"
"29312",39779,"South","first","other"
"29313",62747,"South","low","other"
"29314",48729,"South","top","other"
"29315",53323,"South","low","other"
"29316",50000,"South","middle","other"
"29317",54536,"South","middle","other"
"29318",91575,"South","middle","refined"
"29319",77386,"South","low","refined"
"29320",80957,"East/West","low","simple"
"29321",84241,"North","middle","simple"
"29322",89876,"North","middle","refined"
"29323",106286,"North","middle","simple"
"29324",106325,"North","high","simple"
"29325",84094,"South","high","simple"
"29326",98285,"East/West","middle","refined"
"29327",97240,"East/West","middle","simple"
"29328",88511,"North","low","simple"
"29329",91660,"North","low","simple"
"29330",82949,"East/West","high","refined"
"29331",82792,"East/West","first","refined"
"29332",74619,"South","middle","refined"
"29333",81295,"East/West","high","refined"
"29334",85341,"South","middle","simple"
"29335",86973,"North","high","refined"
"29336",80997,"North","middle","simple"
"29337",86140,"South","high","refined"
"29338",84063,"South","middle","simple"
"29339",95148,"North","middle","simple"
"29340",93544,"North","top","simple"
"29341",77633,"East/West","middle","refined"
"29342",84569,"South","middle","simple"
"29343",83234,"East/West","high","refined"
"29344",93102,"South","middle","refined"
"29345",95636,"North","high","simple"
"29346",90761,"North","middle","refined"
"29347",91592,"South","first","refined"
"29348",101110,"East/West","middle","other"
"29349",100262,"South","middle","refined"
"29350",106800,"North","middle","simple"
