price_per_sqmt,facing_direction,floor_level,decoration
88011.0,South,middle,refined
91033.0,South,first,refined
84734.0,East/West,middle,refined
81628.0,South,low,refined
92453.0,South,middle,simple
82523.0,South,low,refined
112185.0,East/West,high,other
84906.0,South,middle,refined
68255.0,North,low,refined
82999.0,East/West,high,simple
64446.0,South,middle,simple
89969.0,South,low,refined
70577.0,East/West,middle,refined
68998.0,East/West,high,simple
71887.0,North,middle,simple
73895.0,South,low,simple
62931.0,South,high,refined
77140.0,South,middle,refined
65860.0,North,middle,simple
59675.0,East/West,middle,refined
66123.0,East/West,low,simple
69931.0,East/West,middle,refined
74327.0,South,middle,refined
67849.0,East/West,high,refined
65964.0,East/West,low,simple
68011.0,East/West,middle,simple
64884.0,South,low,refined
69867.0,South,middle,other
37112.0,South,middle,other
72412.0,South,middle,simple
56909.0,South,middle,other
66405.0,South,middle,refined
75225.0,North,middle,refined
64383.0,South,high,refined
60370.0,South,low,simple
77823.0,South,top,other
76474.0,South,middle,other
70408.0,East/West,middle,refined
72827.0,South,low,simple
57977.0,South,NA,other
72590.0,South,high,other
67502.0,East/West,middle,refined
69464.0,South,middle,refined
70098.0,East/West,high,refined
71543.0,South,high,simple
68725.0,North,high,refined
68847.0,South,low,simple
95277.0,East/West,low,other
68102.0,South,high,refined
71131.0,South,high,refined
58030.0,South,middle,refined
65653.0,East/West,low,refined
52787.0,South,first,refined
63221.0,East/West,middle,refined
64094.0,South,NA,other
57514.0,South,low,refined
58939.0,South,high,refined
64583.0,South,low,refined
63554.0,South,middle,refined
57809.0,East/West,high,simple
70033.0,South,low,refined
72125.0,South,low,other
66578.0,East/West,middle,other
66095.0,South,top,simple
68028.0,North,high,simple
77905.0,East/West,middle,refined
64780.0,South,low,refined
71137.0,North,middle,other
61371.0,South,top,simple
61425.0,South,low,refined
65590.0,East/West,low,refined
64316.0,North,low,simple
64219.0,East/West,low,refined
62542.0,South,high,refined
53123.0,North,high,refined
72425.0,South,low,refined
84083.0,East/West,low,refined
54913.0,South,high,simple
68641.0,South,middle,refined
58964.0,South,middle,other
52644.0,North,middle,simple
69622.0,North,middle,refined
67240.0,East/West,high,refined
65146.0,East/West,low,refined
57367.0,South,high,simple
56490.0,South,middle,refined
51980.0,North,middle,simple
64542.0,South,NA,refined
57058.0,East/West,first,refined
52119.0,South,middle,other
52718.0,East/West,first,simple
69540.0,East/West,middle,refined
60409.0,South,low,refined
67925.0,South,low,other
66693.0,East/West,middle,refined
55457.0,South,first,other
71107.0,East/West,low,refined
55794.0,South,middle,other
70520.0,South,high,other
55270.0,South,low,other
62578.0,South,middle,other
59019.0,East/West,high,other
64477.0,North,middle,other
75553.0,South,high,other
63445.0,East/West,high,other
69638.0,East/West,low,other
60774.0,South,high,other
61685.0,North,low,other
64918.0,South,middle,other
56517.0,East/West,low,other
60164.0,East/West,low,other
75491.0,East/West,low,other
67548.0,South,high,other
55756.0,South,high,other
62490.0,South,NA,other
57992.0,North,high,other
51882.0,South,middle,other
62736.0,South,high,other
59180.0,East/West,low,other
51814.0,South,low,other
55962.0,North,high,other
50851.0,South,high,other
62988.0,East/West,middle,other
65977.0,South,high,other
63405.0,South,middle,other
51136.0,South,low,other
54717.0,South,middle,other
41724.0,South,low,other
46850.0,South,high,other
51110.0,East/West,middle,other
67097.0,East/West,middle,other
46854.0,South,middle,other
53774.0,South,low,other
49825.0,South,middle,other
61997.0,East/West,middle,other
44273.0,South,low,other
38876.0,South,low,other
44385.0,South,low,other
39835.0,South,middle,other
50339.0,South,NA,other
56341.0,South,high,other
41047.0,East/West,top,other
49818.0,South,NA,other
43206.0,East/West,low,other
45595.0,South,middle,other
47054.0,South,high,other
47098.0,South,middle,other
42189.0,East/West,low,other
44154.0,North,high,other
45013.0,South,high,other
35704.0,North,middle,other
39819.0,South,high,other
39409.0,South,middle,other
41077.0,South,high,other
43471.0,East/West,low,other
105080.0,South,low,other
98884.0,South,low,simple
99832.0,South,low,refined
107847.0,South,middle,other
105661.0,South,high,other
97907.0,South,top,simple
107815.0,South,middle,other
113208.0,South,middle,other
106061.0,South,low,simple
115846.0,South,middle,simple
116476.0,South,top,simple
106042.0,South,low,simple
115263.0,South,middle,other
100000.0,South,top,simple
104495.0,South,low,refined
137639.0,South,first,simple
117139.0,South,high,refined
110237.0,South,middle,simple
99358.0,South,middle,refined
94825.0,South,high,refined
104358.0,South,middle,other
93698.0,South,top,other
90000.0,South,high,simple
79492.0,South,middle,simple
82885.0,South,middle,simple
73130.0,South,middle,refined
71089.0,South,high,refined
70176.0,South,middle,refined
81007.0,South,middle,simple
69909.0,South,middle,simple
69566.0,South,middle,simple
67500.0,South,middle,simple
77346.0,South,middle,simple
67252.0,South,first,refined
63477.0,South,middle,other
63623.0,South,middle,other
63794.0,South,middle,other
63911.0,South,low,other
61862.0,South,middle,simple
63117.0,South,low,other
65183.0,South,middle,other
69889.0,South,middle,other
64252.0,South,top,other
69798.0,South,first,other
63837.0,South,high,other
73227.0,South,middle,other
58963.0,South,high,other
53289.0,South,middle,other
50000.0,South,top,other
51170.0,South,first,other
43406.0,South,middle,other
39713.0,South,low,other
43133.0,South,top,other
40307.0,South,middle,other
38397.0,South,middle,other
113226.0,South,first,simple
113928.0,South,low,simple
113822.0,South,low,simple
120000.0,South,first,simple
93334.0,South,low,refined
80959.0,South,top,refined
77520.0,South,top,refined
72500.0,South,low,other
70834.0,South,low,other
60132.0,South,low,other
55300.0,South,middle,other
71836.0,East/West,middle,simple
82189.0,South,low,simple
68384.0,South,first,other
81351.0,South,middle,refined
83901.0,East/West,middle,refined
81250.0,South,middle,simple
76461.0,East/West,top,simple
79109.0,South,high,simple
57733.0,South,top,other
62196.0,South,first,refined
57038.0,East/West,middle,other
50385.0,South,top,refined
51785.0,South,middle,refined
46779.0,South,first,refined
50605.0,South,first,simple
27103.0,East/West,first,refined
45837.0,South,low,refined
63935.0,South,first,other
51260.0,South,high,other
51678.0,South,middle,other
35918.0,East/West,high,other
40167.0,South,high,other
35302.0,East/West,middle,other
32177.0,South,middle,other
90498.0,North,top,simple
104642.0,South,middle,simple
117116.0,South,top,simple
112500.0,South,middle,other
56942.0,North,first,simple
86166.0,South,middle,refined
57513.0,North,high,simple
53545.0,North,high,simple
59342.0,South,middle,other
68579.0,South,top,bare
67476.0,South,middle,other
56023.0,South,middle,other
44888.0,South,top,other
39784.0,South,high,other
41263.0,South,low,other
120880.0,East/West,high,other
24496.0,South,low,refined
97878.0,South,low,other
72897.0,East/West,middle,refined
80710.0,North,high,refined
95434.0,South,middle,refined
111781.0,East/West,low,refined
110768.0,South,middle,other
105911.0,South,middle,refined
105163.0,East/West,middle,refined
82365.0,South,high,refined
66944.0,South,first,other
68411.0,South,middle,refined
67234.0,South,top,refined
56042.0,South,low,refined
75000.0,East/West,low,other
103530.0,South,middle,refined
95556.0,South,low,refined
89205.0,South,low,refined
63370.0,North,high,refined
60858.0,South,high,refined
63660.0,South,top,refined
54790.0,North,middle,refined
63830.0,East/West,low,refined
70000.0,North,low,other
54902.0,South,middle,refined
53070.0,North,middle,other
59804.0,North,low,refined
74963.0,South,low,other
77297.0,South,low,other
72955.0,South,low,other
58824.0,North,middle,refined
51446.0,North,low,other
48740.0,North,middle,other
71392.0,South,middle,other
68216.0,South,middle,other
71555.0,South,middle,other
52744.0,South,middle,other
47680.0,North,high,refined
92059.0,South,high,other
90375.0,South,high,refined
50859.0,North,high,other
54243.0,South,top,other
48895.0,North,middle,refined
47832.0,North,middle,refined
46763.0,South,middle,other
53807.0,North,high,refined
47637.0,South,top,refined
46368.0,South,high,other
44695.0,South,first,refined
44176.0,South,middle,refined
56572.0,East/West,low,other
70589.0,East/West,low,other
46297.0,South,low,other
42636.0,South,first,other
66801.0,South,high,refined
47481.0,South,middle,refined
65242.0,South,low,refined
68426.0,South,low,other
68113.0,South,low,refined
60435.0,East/West,high,other
43664.0,South,low,other
90802.0,South,low,refined
63683.0,South,middle,refined
91276.0,South,high,refined
66485.0,South,high,refined
43857.0,South,low,refined
71519.0,South,high,refined
71618.0,South,high,other
45737.0,South,middle,other
44962.0,South,middle,refined
44050.0,South,middle,other
48544.0,East/West,low,refined
62247.0,East/West,high,refined
58522.0,North,low,other
44050.0,South,middle,refined
42636.0,South,middle,refined
46028.0,South,middle,other
67706.0,South,low,refined
55800.0,North,high,other
49770.0,East/West,low,other
50594.0,East/West,low,other
72100.0,North,low,refined
50358.0,East/West,low,refined
49581.0,East/West,low,refined
50435.0,North,low,refined
49863.0,North,middle,other
52084.0,North,middle,other
67191.0,South,high,other
58988.0,North,high,other
52520.0,South,middle,other
59785.0,North,low,other
47763.0,South,high,other
49533.0,North,middle,other
47222.0,South,low,other
50139.0,North,high,other
47528.0,South,top,other
48904.0,South,high,other
47027.0,South,middle,other
81184.0,South,first,other
82956.0,South,middle,other
81056.0,South,low,refined
100259.0,South,first,simple
84844.0,South,middle,other
89722.0,South,middle,other
81731.0,South,low,other
103961.0,South,first,other
86593.0,South,first,simple
83659.0,South,high,refined
83408.0,South,high,other
91057.0,South,first,other
81011.0,South,high,simple
78223.0,South,high,simple
90091.0,South,low,refined
85383.0,South,middle,other
77222.0,East/West,low,refined
89542.0,South,middle,refined
72993.0,North,middle,other
92955.0,South,middle,refined
87770.0,South,low,refined
84956.0,South,top,simple
90435.0,South,middle,other
88702.0,South,middle,other
88044.0,South,low,other
82230.0,South,high,other
85442.0,South,middle,simple
82466.0,South,middle,refined
80730.0,South,high,other
80306.0,South,high,simple
80137.0,South,low,other
85054.0,South,first,simple
84955.0,South,middle,other
82963.0,South,middle,bare
91177.0,South,high,refined
87262.0,South,first,simple
81534.0,South,high,refined
85784.0,East/West,low,refined
80010.0,South,high,simple
89116.0,South,high,refined
88586.0,East/West,low,simple
79492.0,East/West,high,simple
87967.0,South,middle,simple
69566.0,South,high,simple
80231.0,South,high,refined
91567.0,East/West,middle,simple
82578.0,East/West,middle,refined
78737.0,South,high,simple
94471.0,South,middle,refined
91681.0,North,high,refined
101906.0,South,middle,simple
90910.0,South,top,simple
90593.0,South,low,simple
79546.0,South,middle,refined
92065.0,South,middle,other
94773.0,South,middle,refined
93954.0,South,middle,refined
86539.0,South,middle,simple
86957.0,South,middle,simple
88735.0,South,middle,other
96591.0,South,high,refined
84706.0,South,top,other
81597.0,East/West,middle,simple
93182.0,South,low,refined
76191.0,East/West,high,other
74087.0,East/West,top,refined
83634.0,South,first,simple
74737.0,South,middle,other
73927.0,East/West,middle,refined
88841.0,South,middle,refined
85179.0,South,middle,simple
78920.0,South,high,other
79755.0,South,first,simple
80910.0,South,low,refined
70983.0,South,middle,refined
65895.0,South,high,refined
65574.0,South,top,simple
70017.0,South,middle,simple
71065.0,South,middle,simple
71332.0,South,middle,other
73177.0,South,middle,refined
69687.0,South,top,refined
66393.0,South,high,refined
71429.0,South,middle,refined
66203.0,South,top,simple
73364.0,South,middle,other
60345.0,South,top,refined
64207.0,South,first,simple
63365.0,South,low,refined
68619.0,South,middle,simple
67728.0,South,top,refined
68241.0,South,top,bare
68924.0,South,middle,refined
69725.0,South,middle,simple
73171.0,South,middle,refined
69712.0,South,low,refined
61676.0,South,middle,other
62012.0,South,low,refined
75605.0,South,first,refined
67945.0,South,middle,simple
55285.0,South,first,other
64067.0,South,middle,other
69019.0,South,first,bare
69546.0,South,middle,other
69450.0,South,first,refined
69392.0,South,middle,simple
64856.0,East/West,first,simple
66414.0,South,first,other
52885.0,North,top,simple
55078.0,North,high,bare
59059.0,South,top,refined
62386.0,South,middle,bare
59162.0,South,top,refined
63637.0,South,low,other
57234.0,East/West,middle,refined
65628.0,South,first,simple
57016.0,South,top,refined
59671.0,South,first,other
56033.0,South,low,simple
47212.0,North,middle,simple
50113.0,South,middle,simple
54546.0,South,high,other
55648.0,South,middle,simple
57346.0,South,high,refined
54369.0,South,middle,refined
55221.0,South,middle,refined
51202.0,South,middle,simple
48077.0,South,high,refined
49851.0,South,high,simple
58321.0,South,first,simple
51970.0,South,first,simple
52106.0,South,first,simple
53183.0,South,low,refined
50309.0,South,low,refined
47620.0,South,middle,refined
47527.0,South,top,simple
49147.0,South,top,refined
47227.0,South,middle,other
48412.0,South,low,simple
49136.0,North,first,refined
53168.0,South,middle,refined
54972.0,South,first,simple
53410.0,South,middle,refined
51010.0,South,middle,refined
51270.0,South,first,refined
50111.0,East/West,high,refined
48295.0,South,middle,simple
45635.0,South,top,simple
45964.0,South,top,refined
50248.0,South,middle,refined
50803.0,South,high,refined
47652.0,South,high,simple
51225.0,South,top,refined
49025.0,East/West,middle,simple
52706.0,South,middle,simple
46755.0,South,low,refined
55496.0,South,middle,refined
44813.0,South,top,bare
52845.0,South,middle,simple
55468.0,South,first,simple
45211.0,South,first,refined
53344.0,South,first,refined
47776.0,South,low,simple
50485.0,South,middle,simple
47620.0,South,middle,refined
50239.0,South,middle,refined
44761.0,South,top,simple
45859.0,South,high,simple
46667.0,East/West,low,simple
46966.0,South,top,refined
60061.0,South,first,simple
46778.0,South,first,refined
47007.0,East/West,middle,refined
43903.0,South,low,other
45489.0,South,first,other
46068.0,South,top,refined
43479.0,South,top,refined
49152.0,South,middle,other
50872.0,South,high,refined
44459.0,South,middle,simple
43345.0,South,middle,simple
41980.0,South,top,other
40146.0,South,low,refined
41041.0,South,top,simple
41619.0,South,middle,simple
45302.0,South,middle,refined
45386.0,South,low,refined
43044.0,South,low,refined
49098.0,South,middle,refined
53972.0,South,middle,other
51774.0,South,first,other
48131.0,South,middle,other
52587.0,South,middle,other
50298.0,East/West,middle,other
55289.0,South,high,other
52533.0,South,first,other
50998.0,East/West,middle,other
52398.0,South,middle,other
43249.0,North,low,other
47661.0,South,high,other
46917.0,South,high,other
51220.0,South,low,other
47615.0,South,middle,other
47795.0,East/West,first,other
49757.0,South,middle,other
42441.0,South,first,other
44335.0,East/West,low,other
51875.0,South,low,other
47405.0,South,middle,other
50775.0,South,middle,other
48673.0,South,middle,other
46507.0,South,top,other
40070.0,South,low,other
45127.0,South,low,other
42650.0,East/West,top,other
38676.0,South,top,other
35560.0,North,middle,other
39740.0,South,middle,other
38223.0,South,high,other
36497.0,East/West,top,other
37907.0,South,middle,other
36882.0,East/West,first,other
36993.0,South,low,other
35683.0,South,high,other
36497.0,East/West,high,other
38637.0,South,middle,other
37000.0,South,first,other
37327.0,South,high,other
35956.0,South,low,other
33603.0,East/West,low,other
33895.0,North,middle,other
34267.0,South,low,other
32353.0,South,top,other
34135.0,South,middle,other
31785.0,South,middle,other
33038.0,East/West,middle,other
29557.0,East/West,first,other
32111.0,South,middle,other
30682.0,South,top,other
32280.0,South,middle,other
32172.0,South,middle,other
2273.0,South,low,other
30669.0,East/West,high,other
31950.0,South,high,other
30488.0,South,middle,other
27404.0,North,top,other
30478.0,South,middle,other
27132.0,South,first,other
28597.0,South,middle,other
80360.0,South,middle,simple
84368.0,South,top,simple
82208.0,South,low,refined
81142.0,South,middle,refined
88154.0,South,high,refined
66496.0,South,top,simple
74888.0,South,high,refined
55085.0,South,top,simple
58024.0,South,middle,other
47039.0,East/West,low,simple
48388.0,East/West,low,refined
51394.0,South,low,refined
47643.0,South,low,simple
44933.0,South,middle,simple
48388.0,South,high,refined
42817.0,South,high,simple
43673.0,South,top,other
51917.0,South,top,other
57791.0,South,first,other
48667.0,South,first,other
47511.0,South,high,other
29588.0,South,middle,other
102289.0,South,top,refined
107029.0,South,middle,simple
103787.0,South,top,other
106415.0,South,middle,other
99793.0,South,top,other
102993.0,South,middle,other
105547.0,South,middle,other
104911.0,East/West,low,other
91719.0,East/West,low,simple
109740.0,South,high,simple
106347.0,South,first,other
100885.0,East/West,top,other
99160.0,South,high,refined
112488.0,South,first,refined
107615.0,South,middle,other
105715.0,South,middle,other
109400.0,South,middle,other
102966.0,South,top,simple
139945.0,South,first,other
100000.0,South,top,other
119386.0,South,first,other
107407.0,South,NA,NA
143251.0,South,first,other
105281.0,South,top,other
110124.0,NA,NA,NA
141874.0,South,first,other
118651.0,South,first,simple
149847.0,South,NA,NA
107185.0,South,high,other
104818.0,South,low,simple
105447.0,South,middle,simple
119211.0,South,middle,simple
118372.0,South,top,simple
114036.0,East/West,high,simple
110925.0,South,top,simple
104830.0,South,middle,simple
104141.0,South,middle,bare
120872.0,South,low,other
120976.0,South,middle,other
108286.0,South,first,simple
86253.0,South,NA,NA
108567.0,South,top,other
114509.0,East/West,middle,simple
108803.0,South,middle,other
104967.0,East/West,middle,simple
129970.0,South,middle,simple
114796.0,South,NA,NA
102044.0,South,NA,NA
104947.0,South,NA,NA
115385.0,South,first,simple
104955.0,South,middle,simple
116571.0,South,NA,NA
108528.0,South,middle,simple
110059.0,South,first,simple
124021.0,South,first,simple
126147.0,South,first,other
136546.0,South,NA,NA
123077.0,South,middle,simple
119417.0,East/West,NA,NA
120482.0,South,high,simple
124877.0,South,middle,simple
121032.0,South,NA,NA
113039.0,South,middle,simple
123993.0,South,first,simple
128522.0,South,low,refined
120834.0,South,middle,simple
120000.0,South,low,refined
96022.0,South,top,other
97906.0,South,middle,simple
126583.0,South,middle,simple
93265.0,South,high,simple
90326.0,South,low,other
95066.0,South,middle,refined
95624.0,South,middle,simple
103951.0,South,first,simple
93993.0,South,low,other
87500.0,South,top,refined
99048.0,South,first,other
87658.0,South,middle,refined
93343.0,South,middle,refined
82561.0,South,high,simple
79546.0,South,middle,refined
83507.0,South,middle,refined
79359.0,South,middle,simple
77158.0,South,high,simple
81831.0,South,middle,refined
87518.0,South,first,simple
76924.0,South,middle,simple
91020.0,South,middle,simple
67180.0,South,middle,other
25530.0,South,middle,other
75145.0,South,middle,simple
84879.0,South,high,other
79358.0,South,middle,other
78190.0,South,top,other
80569.0,South,middle,other
85160.0,South,middle,other
83763.0,South,high,simple
86261.0,South,NA,NA
102061.0,NA,NA,NA
84942.0,South,top,refined
84859.0,South,middle,refined
90715.0,South,low,simple
85767.0,South,middle,simple
74286.0,South,high,simple
58349.0,South,high,refined
58800.0,South,top,refined
59542.0,South,middle,refined
50858.0,South,first,refined
42460.0,South,middle,other
42874.0,South,top,simple
47108.0,South,middle,simple
47007.0,South,first,simple
52780.0,South,middle,other
49481.0,South,high,other
57068.0,South,high,other
35220.0,South,middle,other
32823.0,South,top,other
33812.0,South,low,other
33675.0,South,first,other
32328.0,South,high,other
61868.0,East/West,low,refined
54446.0,East/West,NA,NA
50782.0,East/West,low,refined
51135.0,East/West,NA,NA
82953.0,North,NA,NA
73477.0,East/West,NA,NA
65061.0,East/West,NA,NA
59589.0,South,NA,NA
65960.0,East/West,top,refined
64979.0,East/West,middle,refined
55873.0,East/West,middle,refined
55682.0,East/West,high,refined
64465.0,East/West,middle,refined
56146.0,East/West,middle,refined
55334.0,South,middle,refined
55690.0,East/West,middle,refined
56191.0,North,low,refined
56429.0,East/West,low,refined
49026.0,East/West,low,other
50861.0,East/West,high,refined
53914.0,East/West,high,refined
52566.0,East/West,low,refined
53393.0,East/West,high,refined
59127.0,East/West,middle,other
53334.0,South,high,refined
51633.0,East/West,middle,refined
50394.0,East/West,middle,refined
52996.0,East/West,middle,refined
45716.0,East/West,low,refined
52049.0,East/West,low,refined
46460.0,East/West,middle,refined
46118.0,East/West,high,other
45616.0,East/West,high,refined
51977.0,East/West,high,refined
53186.0,East/West,high,refined
53352.0,East/West,middle,other
49812.0,North,high,other
106097.0,South,top,refined
112483.0,South,first,simple
107592.0,South,first,refined
123209.0,South,NA,NA
66985.0,South,first,refined
61355.0,South,first,refined
72717.0,South,middle,refined
61026.0,South,NA,bare
62885.0,South,first,other
71575.0,South,NA,bare
60065.0,South,NA,refined
77149.0,South,NA,refined
60029.0,South,NA,other
65066.0,South,NA,refined
65987.0,South,NA,bare
67387.0,South,high,refined
57497.0,South,NA,simple
67360.0,South,top,refined
63756.0,South,middle,refined
78727.0,South,middle,simple
71463.0,East/West,first,refined
82343.0,South,first,refined
73601.0,South,top,refined
78808.0,South,middle,other
73500.0,East/West,middle,simple
80171.0,South,low,other
74526.0,South,middle,simple
80646.0,South,low,refined
87204.0,South,first,refined
73841.0,South,NA,NA
85225.0,South,first,simple
77236.0,South,middle,refined
77648.0,South,top,refined
84235.0,South,NA,NA
75332.0,South,top,simple
67949.0,South,NA,NA
75332.0,South,low,other
70760.0,South,top,simple
84404.0,South,NA,NA
75828.0,South,low,other
81023.0,South,NA,NA
76159.0,South,high,simple
73171.0,South,high,refined
72777.0,South,high,refined
78398.0,South,high,simple
95568.0,South,NA,NA
76619.0,South,NA,NA
90552.0,South,low,refined
87530.0,South,low,refined
77649.0,East/West,NA,NA
73906.0,South,middle,simple
92941.0,South,NA,NA
104706.0,South,NA,NA
88983.0,South,NA,NA
117019.0,South,first,simple
107143.0,South,NA,NA
84263.0,South,NA,NA
87620.0,South,middle,simple
83765.0,South,top,refined
90028.0,South,first,simple
85238.0,South,NA,NA
84508.0,South,middle,simple
71091.0,South,top,refined
70108.0,South,high,simple
72596.0,South,first,simple
60762.0,South,middle,simple
60799.0,South,top,simple
61589.0,South,middle,refined
62824.0,South,low,refined
25424.0,South,first,other
59286.0,South,low,refined
69130.0,South,first,refined
55899.0,South,top,simple
60144.0,South,middle,simple
53020.0,South,top,refined
46429.0,South,low,simple
44777.0,South,middle,simple
46690.0,South,first,refined
45856.0,South,middle,simple
43479.0,South,low,refined
43250.0,East/West,top,other
66981.0,North,middle,simple
43728.0,East/West,middle,simple
39157.0,South,low,simple
33309.0,South,high,simple
34266.0,North,low,simple
95823.0,South,high,refined
93914.0,South,high,refined
103406.0,South,first,other
100173.0,South,NA,NA
94033.0,South,NA,NA
101776.0,South,middle,simple
103825.0,South,NA,NA
100924.0,South,NA,NA
96774.0,South,NA,NA
97436.0,South,NA,NA
90136.0,South,NA,NA
86523.0,South,top,simple
93914.0,South,middle,simple
90746.0,South,high,other
82483.0,South,top,simple
90726.0,South,top,refined
99030.0,South,first,refined
97984.0,South,middle,simple
89161.0,South,NA,NA
87943.0,South,NA,NA
91885.0,South,NA,NA
100000.0,South,first,simple
98958.0,South,NA,NA
81089.0,South,top,simple
103254.0,South,middle,simple
101728.0,South,low,refined
109113.0,South,high,other
110437.0,South,low,refined
111058.0,South,NA,NA
107292.0,South,middle,refined
105012.0,South,NA,NA
109757.0,South,middle,simple
107945.0,South,middle,simple
94595.0,South,NA,NA
93532.0,South,low,refined
89303.0,South,middle,refined
90534.0,South,middle,simple
76785.0,South,middle,refined
85070.0,South,first,refined
69610.0,South,top,refined
67827.0,South,low,refined
68096.0,South,high,simple
72203.0,South,first,simple
71676.0,South,middle,simple
68696.0,South,high,simple
65633.0,South,top,refined
62926.0,South,high,simple
65740.0,South,middle,refined
57952.0,South,top,simple
59250.0,South,high,refined
58473.0,South,middle,simple
51683.0,South,middle,refined
57315.0,South,middle,refined
59948.0,South,middle,simple
54987.0,South,middle,refined
52279.0,South,top,refined
51627.0,South,middle,refined
49383.0,South,high,other
52174.0,South,high,refined
52180.0,South,middle,refined
61408.0,South,first,simple
56931.0,South,high,simple
51457.0,South,middle,other
51619.0,South,high,refined
49133.0,South,top,refined
55070.0,South,low,refined
61836.0,South,low,other
60174.0,South,high,other
57313.0,South,top,other
53498.0,South,middle,other
62611.0,South,middle,other
53572.0,South,top,other
52157.0,South,middle,other
82744.0,South,low,simple
82510.0,South,NA,NA
80346.0,South,middle,refined
83943.0,South,top,simple
82264.0,South,NA,NA
65956.0,South,low,simple
52484.0,South,low,refined
52990.0,South,middle,other
50350.0,South,top,refined
59000.0,South,middle,other
6663.0,South,top,other
42414.0,South,high,other
33175.0,South,low,other
141300.0,East/West,high,other
127018.0,South,high,refined
125917.0,East/West,middle,refined
135475.0,South,high,refined
139161.0,East/West,high,other
131967.0,East/West,middle,refined
129193.0,South,low,refined
128632.0,East/West,low,refined
126325.0,East/West,high,other
118000.0,East/West,high,simple
97063.0,South,high,refined
112503.0,East/West,first,refined
84556.0,East/West,high,other
89906.0,East/West,low,refined
98411.0,East/West,middle,other
75972.0,South,low,other
78932.0,East/West,first,other
76126.0,East/West,high,refined
78948.0,South,middle,other
73910.0,East/West,low,refined
77425.0,East/West,middle,refined
70872.0,East/West,middle,refined
73350.0,East/West,middle,refined
82723.0,East/West,middle,refined
59377.0,South,high,refined
129598.0,South,middle,refined
142944.0,South,high,other
120229.0,South,middle,refined
131200.0,South,middle,simple
108932.0,South,low,refined
86874.0,East/West,high,refined
71226.0,South,low,refined
84481.0,East/West,middle,other
81461.0,South,high,other
84913.0,South,middle,refined
77797.0,South,low,other
86619.0,South,middle,refined
85505.0,South,middle,refined
70865.0,East/West,middle,refined
77893.0,South,middle,refined
63694.0,South,middle,other
63852.0,East/West,high,other
76813.0,South,low,other
69178.0,South,low,other
63993.0,South,high,other
66443.0,South,middle,other
54211.0,South,low,other
56468.0,East/West,middle,other
59377.0,South,high,other
54979.0,South,high,other
135567.0,East/West,high,simple
139433.0,North,middle,other
124776.0,East/West,top,refined
136135.0,East/West,middle,refined
113474.0,East/West,low,refined
130426.0,South,first,simple
107250.0,East/West,high,other
123572.0,North,low,refined
140871.0,South,middle,refined
113478.0,East/West,high,other
139490.0,East/West,high,refined
148568.0,South,low,simple
141286.0,South,middle,other
126329.0,North,middle,refined
145521.0,North,middle,refined
143852.0,North,middle,other
130874.0,East/West,middle,other
140992.0,South,low,simple
129379.0,South,high,simple
126638.0,North,top,refined
137263.0,East/West,middle,refined
127245.0,North,middle,refined
123321.0,North,high,refined
122325.0,South,middle,other
144480.0,South,middle,refined
127508.0,East/West,high,other
117473.0,South,first,refined
142317.0,South,high,refined
137119.0,North,low,refined
125727.0,North,middle,refined
119370.0,North,high,refined
127479.0,North,low,other
147630.0,South,middle,other
145475.0,South,low,refined
142678.0,North,middle,refined
121252.0,South,high,simple
126329.0,North,middle,refined
130294.0,South,low,other
138381.0,North,high,refined
126595.0,East/West,high,simple
143966.0,South,low,refined
148363.0,North,high,other
144105.0,North,low,other
131275.0,East/West,middle,refined
145415.0,North,top,refined
133718.0,South,middle,simple
133367.0,South,high,refined
133201.0,South,middle,refined
128200.0,North,low,other
148441.0,South,middle,refined
134084.0,East/West,middle,simple
144105.0,North,high,other
142314.0,East/West,low,simple
143504.0,North,low,simple
144845.0,South,middle,other
135556.0,East/West,middle,refined
131083.0,East/West,top,simple
149747.0,South,high,other
143014.0,North,middle,refined
132345.0,North,top,refined
141883.0,North,middle,refined
126742.0,North,high,refined
139677.0,North,middle,refined
143310.0,East/West,middle,other
123102.0,North,high,refined
129237.0,North,low,refined
141922.0,North,middle,refined
140370.0,North,low,refined
134564.0,South,high,refined
136083.0,East/West,high,simple
147715.0,South,low,simple
148932.0,North,middle,refined
125216.0,South,low,refined
129311.0,South,low,refined
129311.0,South,middle,refined
137544.0,East/West,middle,refined
125889.0,South,low,simple
139594.0,South,middle,simple
124144.0,South,high,other
132837.0,South,middle,refined
129148.0,South,high,other
128287.0,North,middle,simple
133544.0,North,middle,refined
120401.0,North,low,refined
130219.0,South,high,refined
123846.0,North,low,refined
135655.0,North,high,refined
133778.0,South,first,refined
139241.0,South,middle,refined
131365.0,North,high,refined
136644.0,East/West,high,refined
141474.0,East/West,middle,refined
116212.0,North,first,simple
140021.0,South,low,refined
144968.0,North,low,refined
134152.0,North,middle,refined
140870.0,North,middle,refined
141378.0,East/West,high,refined
149967.0,South,middle,other
144788.0,East/West,high,other
141892.0,East/West,middle,refined
143338.0,South,low,refined
149962.0,North,middle,refined
148892.0,South,high,refined
118868.0,South,low,refined
123245.0,South,high,refined
145940.0,South,middle,refined
147369.0,East/West,first,refined
146527.0,East/West,high,refined
145264.0,East/West,middle,refined
146736.0,East/West,middle,refined
141325.0,North,high,refined
136383.0,North,middle,refined
132772.0,South,low,refined
130885.0,North,low,simple
148213.0,East/West,high,refined
